F_oo matrix:
2 4 4
  -2.3468356537459010e+00   -1.6913553890773869e-17    0.0000000000000000e+00
   0.0000000000000000e+00   -1.6913553890773869e-17   -2.9356125125471227e-01
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00   -2.3468356537459010e+00   -1.6913553890773869e-17
   0.0000000000000000e+00    0.0000000000000000e+00   -1.6913553890773869e-17
  -2.9356125125471227e-01 
F_ov matrix:
2 4 8
  -1.2988742026376343e-16    2.3040400464581702e-17    5.8278734730822203e-16
  -2.2117724318704290e-17    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    2.7755575615628914e-17
  -4.1086411150045245e-18   -3.3569785856300178e-17    2.0816681711721685e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00   -1.2988742026376343e-16
   2.3040400464581702e-17    5.8278734730822203e-16   -2.2117724318704290e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    2.7755575615628914e-17   -4.1086411150045245e-18
  -3.3569785856300178e-17    2.0816681711721685e-16 
F_vv matrix:
2 8 8
   7.8992417835817813e-02    4.2123853288213815e-18    5.1653658238999862e-18
   2.0816681711721685e-17    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    4.2123853288213815e-18
   1.6374991524726096e-01    2.2919943350336492e-18   -2.3843506880172558e-18
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    5.1653658238999862e-18    2.2919943350336492e-18
   1.6374991477725470e-01    6.8988689929674075e-19    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   2.0816681711721685e-17   -2.3843506880172558e-18    6.8988689929674075e-19
   5.7429729753961523e-01    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   7.8992417835817813e-02    4.2123853288213815e-18    5.1653658238999862e-18
   2.0816681711721685e-17    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    4.2123853288213815e-18
   1.6374991524726096e-01    2.2919943350336492e-18   -2.3843506880172558e-18
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    5.1653658238999862e-18    2.2919943350336492e-18
   1.6374991477725470e-01    6.8988689929674075e-19    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   2.0816681711721685e-17   -2.3843506880172558e-18    6.8988689929674075e-19
   5.7429729753961523e-01 
