F_oo matrix:
2 2 2
  -7.2471388536613135e-01    0.0000000000000000e+00    0.0000000000000000e+00
  -7.2471388536613135e-01 
F_ov matrix:
2 2 6
  -3.8337388819087437e-16    2.1510571102112408e-16    1.2012960071139389e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -3.8337388819087437e-16    2.1510571102112408e-16    1.2012960071139389e-16

F_vv matrix:
2 6 6
   3.1809071733542527e-01    2.8796409701214998e-16   -2.8449465006019636e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   2.8796409701214998e-16    6.3342537571822899e-01   -4.7271214720367993e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -2.8449465006019636e-16   -4.7271214720367993e-17    2.1379186226459841e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   3.1809071733542527e-01    2.8796409701214998e-16   -2.8449465006019636e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   2.8796409701214998e-16    6.3342537571822899e-01   -4.7271214720367993e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -2.8449465006019636e-16   -4.7271214720367993e-17    2.1379186226459841e+00

