F_oo matrix:
2 2 2
  -4.3713013857591926e-01    0.0000000000000000e+00    0.0000000000000000e+00
  -4.3713013857591926e-01 
F_ov matrix:
2 2 6
  -2.6714741530042829e-16   -6.9388939039072284e-18   -6.9388939039072284e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -2.6714741530042829e-16   -6.9388939039072284e-18   -6.9388939039072284e-17

F_vv matrix:
2 6 6
   5.2771180642979629e-02   -1.0755285551056204e-16   -3.1745439610375570e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -1.0755285551056204e-16    1.0145665805192914e+00    4.5102810375396984e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -3.1745439610375570e-16    4.5102810375396984e-16    1.0491895680543344e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   5.2771180642979629e-02   -1.0755285551056204e-16   -3.1745439610375570e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -1.0755285551056204e-16    1.0145665805192914e+00    4.5102810375396984e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -3.1745439610375570e-16    4.5102810375396984e-16    1.0491895680543344e+00

