F_oo matrix:
2 4 4
  -2.3544583215639578e+00   -9.9312918999672206e-17    0.0000000000000000e+00
   0.0000000000000000e+00   -9.9312918999672206e-17   -2.6775984930857305e-01
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00   -2.3544583215639578e+00   -9.9312918999672206e-17
   0.0000000000000000e+00    0.0000000000000000e+00   -9.9312918999672206e-17
  -2.6775984930857305e-01 
F_ov matrix:
2 4 8
   3.2504381131115423e-16    1.5373440562887218e-16    2.6211782363769308e-16
  -3.9464959078472361e-17    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    4.8572257327350599e-17
   9.7514342210334676e-18    1.6938846853055340e-17    6.9388939039072284e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    3.2504381131115423e-16
   1.5373440562887218e-16    2.6211782363769308e-16   -3.9464959078472361e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    4.8572257327350599e-17    9.7514342210334676e-18
   1.6938846853055340e-17    6.9388939039072284e-17 
F_vv matrix:
2 8 8
   7.6041079141468376e-02    2.9949023266905497e-17    7.7189241612677486e-17
   1.3877787807814457e-17    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    2.9949023266905497e-17
   1.6349905438692749e-01    3.1824996479317186e-17    1.4353762925985070e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    7.7189241612677486e-17    3.1824996479317186e-17
   1.6349905391692068e-01    2.6974919303958878e-17    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   1.3877787807814457e-17    1.4353762925985070e-17    2.6974919303958878e-17
   4.8968512768567130e-01    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   7.6041079141468376e-02    2.9949023266905497e-17    7.7189241612677486e-17
   1.3877787807814457e-17    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    2.9949023266905497e-17
   1.6349905438692749e-01    3.1824996479317186e-17    1.4353762925985070e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    7.7189241612677486e-17    3.1824996479317186e-17
   1.6349905391692068e-01    2.6974919303958878e-17    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   1.3877787807814457e-17    1.4353762925985070e-17    2.6974919303958878e-17
   4.8968512768567130e-01 
