F_oo matrix:
2 2 2
  -3.7902679114634186e-01    0.0000000000000000e+00    0.0000000000000000e+00
  -3.7902679114634186e-01 
F_ov matrix:
2 2 6
  -1.2248119598900310e-16   -9.2704697584079926e-17    7.6327221088600841e-17
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -1.2248119598900310e-16   -9.2704697584079926e-17    7.6327221088600841e-17

F_vv matrix:
2 6 6
  -2.3578106532792374e-02   -6.8174951202089990e-17   -1.1796119636642288e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -6.8174951202089990e-17    1.0052214085946281e+00   -6.2767105393256421e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -1.1796119636642288e-16   -6.2767105393256421e-16    1.0290189389185929e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -2.3578106532792374e-02   -6.8174951202089990e-17   -1.1796119636642288e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -6.8174951202089990e-17    1.0052214085946281e+00   -6.2767105393256421e-16
   0.0000000000000000e+00    0.0000000000000000e+00    0.0000000000000000e+00
  -1.1796119636642288e-16   -6.2767105393256421e-16    1.0290189389185929e+00

